slide_id,true,pred,entropy,max_confidence,var_mean,probs
o-4-00-08,pdoscc,pdoscc,1.0337279,0.49190038442611694,0.0010322431335225701,"[0.2002592831850052, 0.3078402876853943, 0.49190038442611694]"
o-4-00-09,pdoscc,pdoscc,1.0633922,0.4544318616390228,0.0005595245747826993,"[0.24081473052501678, 0.3047534227371216, 0.4544318616390228]"
o-4-00-10,pdoscc,pdoscc,1.0560169,0.47142791748046875,0.0005659063463099301,"[0.2420387715101242, 0.28653332591056824, 0.47142791748046875]"
o-4-00-11,pdoscc,pdoscc,0.9944508,0.5502967834472656,0.0007720330613665283,"[0.19027312099933624, 0.25943008065223694, 0.5502967834472656]"
o-4-00-12,pdoscc,mdoscc,1.0953058,0.3554675579071045,0.0003766068257391453,"[0.29555952548980713, 0.3554675579071045, 0.348972886800766]"
o-4-00-13,pdoscc,pdoscc,0.9772913,0.5621799230575562,0.0007321300799958408,"[0.16879136860370636, 0.2690287232398987, 0.5621799230575562]"
o-4-00-14,pdoscc,pdoscc,1.0945075,0.3682039976119995,0.0005540090496651828,"[0.29477789998054504, 0.33701813220977783, 0.3682039976119995]"
o-4-00-15,pdoscc,mdoscc,0.99284387,0.4356164038181305,0.0007674976368434727,"[0.43151479959487915, 0.4356164038181305, 0.13286879658699036]"
o-4-00-16,pdoscc,pdoscc,1.0976593,0.3539920747280121,0.00037391079240478575,"[0.3238547146320343, 0.3221532702445984, 0.3539920747280121]"
o-4-00-17,pdoscc,pdoscc,1.0909275,0.38888221979141235,0.00038253876846283674,"[0.2888639569282532, 0.3222537636756897, 0.38888221979141235]"
o-4-00-18,pdoscc,wdoscc,1.0292416,0.481022447347641,0.001010432722978294,"[0.481022447347641, 0.3360237181186676, 0.18295378983020782]"
o-4-00-19,pdoscc,mdoscc,1.0796072,0.3810144066810608,0.00048544586752541363,"[0.2439190149307251, 0.3810144066810608, 0.3750665783882141]"
o-2-00-01,wdoscc,pdoscc,1.0968457,0.36121734976768494,0.00044211256317794323,"[0.32296985387802124, 0.315812885761261, 0.36121734976768494]"
o-2-00-02,wdoscc,wdoscc,1.0689659,0.42140135169029236,0.0009111716062761843,"[0.42140135169029236, 0.3499929904937744, 0.22860562801361084]"
o-2-00-03,wdoscc,wdoscc,1.0377502,0.4541727900505066,0.0008563039009459317,"[0.4541727900505066, 0.3618659973144531, 0.1839611828327179]"
o-2-00-04,wdoscc,wdoscc,0.99472773,0.4972529411315918,0.0008359043276868761,"[0.4972529411315918, 0.35820865631103516, 0.14453840255737305]"
o-2-00-05,wdoscc,wdoscc,1.0900311,0.3863026201725006,0.0004528834542725235,"[0.3863026201725006, 0.3340633511543274, 0.279634028673172]"
o-2-00-06,wdoscc,wdoscc,1.0979426,0.3499779999256134,0.000483859796077013,"[0.3499779999256134, 0.32092171907424927, 0.32910022139549255]"
o-2-00-07,wdoscc,wdoscc,1.0842756,0.39292457699775696,0.0005334966699592769,"[0.39292457699775696, 0.3480643033981323, 0.2590111196041107]"
o-2-00-08,wdoscc,wdoscc,0.9946532,0.5216597318649292,0.000840798020362854,"[0.5216597318649292, 0.3217598795890808, 0.15658025443553925]"
o-2-00-09,wdoscc,pdoscc,1.07615,0.40570372343063354,0.0003224260872229934,"[0.24004654586315155, 0.3542497456073761, 0.40570372343063354]"
o-2-00-10,wdoscc,wdoscc,1.0851405,0.39671140909194946,0.0007807693327777088,"[0.39671140909194946, 0.33918043971061707, 0.26410815119743347]"
o-2-00-11,wdoscc,wdoscc,1.0753269,0.4148760437965393,0.000501516682561487,"[0.4148760437965393, 0.34327229857444763, 0.24185165762901306]"
o-2-00-12,wdoscc,mdoscc,1.0927097,0.3827013373374939,0.0003085937350988388,"[0.32156097888946533, 0.3827013373374939, 0.29573768377304077]"
o-2-00-13,wdoscc,pdoscc,1.0626385,0.44221335649490356,0.0005065083969384432,"[0.22509393095970154, 0.3326927423477173, 0.44221335649490356]"
o-2-00-14,wdoscc,wdoscc,0.99881566,0.523792564868927,0.0005140039138495922,"[0.523792564868927, 0.3119433522224426, 0.16426408290863037]"
o-2-00-15,wdoscc,wdoscc,1.0633221,0.4369325041770935,0.0005226682987995446,"[0.4369325041770935, 0.3397790789604187, 0.2232884168624878]"
o-2-00-16,wdoscc,wdoscc,0.9671446,0.528380274772644,0.000793788640294224,"[0.528380274772644, 0.3437451720237732, 0.12787464261054993]"
o-2-00-17,wdoscc,wdoscc,1.0774927,0.4099244475364685,0.0005710186087526381,"[0.4099244475364685, 0.34454721212387085, 0.24552826583385468]"
o-2-00-18,wdoscc,wdoscc,1.0347568,0.46391090750694275,0.0006443977472372353,"[0.46391090750694275, 0.3529629409313202, 0.1831260621547699]"
o-2-00-19,wdoscc,wdoscc,1.091634,0.37013646960258484,0.0006314898491837084,"[0.37013646960258484, 0.3503088355064392, 0.2795547544956207]"
o-2-00-20,wdoscc,wdoscc,1.0689903,0.4406881332397461,0.0007348833605647087,"[0.4406881332397461, 0.3162027597427368, 0.24310915172100067]"
o-2-00-21,wdoscc,wdoscc,0.9492671,0.5456642508506775,0.0008349699783138931,"[0.5456642508506775, 0.33626967668533325, 0.11806605756282806]"
o-2-00-22,wdoscc,wdoscc,1.078611,0.41418880224227905,0.00044930120930075645,"[0.41418880224227905, 0.3340163230895996, 0.25179484486579895]"
o-2-00-23,wdoscc,wdoscc,0.97771525,0.5382656455039978,0.000632811279501766,"[0.5382656455039978, 0.3165203928947449, 0.14521384239196777]"
o-2-00-24,wdoscc,wdoscc,0.94760174,0.5607307553291321,0.0011684304336085916,"[0.5607307553291321, 0.3147963881492615, 0.12447281181812286]"
o-2-00-25,wdoscc,wdoscc,1.0834538,0.3878723978996277,0.0004387136723380536,"[0.3878723978996277, 0.35732948780059814, 0.25479811429977417]"
o-2-00-26,wdoscc,wdoscc,1.0612212,0.4134308695793152,0.00038816165761090815,"[0.4134308695793152, 0.375641405582428, 0.21092772483825684]"
o-2-00-27,wdoscc,wdoscc,0.9714918,0.5143778920173645,0.000922172621358186,"[0.5143778920173645, 0.3589109182357788, 0.1267111599445343]"
o-2-00-28,wdoscc,wdoscc,1.0485635,0.4615272581577301,0.0004702548903878778,"[0.4615272581577301, 0.33219900727272034, 0.20627382397651672]"
o-2-00-29,wdoscc,wdoscc,1.0217494,0.4697399139404297,0.000780780625063926,"[0.4697399139404297, 0.36315104365348816, 0.16710901260375977]"
o-2-00-30,wdoscc,wdoscc,1.0687479,0.3959053158760071,0.00047641395940445364,"[0.3959053158760071, 0.38177290558815, 0.2223217785358429]"
o-2-00-31,wdoscc,wdoscc,1.0610833,0.41092944145202637,0.0006277419743128121,"[0.41092944145202637, 0.37876003980636597, 0.21031057834625244]"
o-2-00-32,wdoscc,wdoscc,1.0584311,0.41386523842811584,0.0012257987400516868,"[0.41386523842811584, 0.37983959913253784, 0.2062952071428299]"
o-2-00-33,wdoscc,wdoscc,1.0752869,0.3837597966194153,0.0004415528674144298,"[0.3837597966194153, 0.3816818296909332, 0.23455838859081268]"
o-2-00-34,wdoscc,wdoscc,1.0507841,0.41737237572669983,0.0009242072701454163,"[0.41737237572669983, 0.3876888155937195, 0.19493883848190308]"
o-2-00-35,wdoscc,mdoscc,1.0866416,0.3941485285758972,0.0007808528025634587,"[0.2687215209007263, 0.3941485285758972, 0.33713003993034363]"
o-2-00-36,wdoscc,wdoscc,0.99671006,0.5004016160964966,0.0009888825006783009,"[0.5004016160964966, 0.3516148626804352, 0.14798356592655182]"
o-2-00-37,wdoscc,wdoscc,1.0655395,0.42877960205078125,0.000650953792501241,"[0.42877960205078125, 0.3471587002277374, 0.22406168282032013]"
o-2-00-38,wdoscc,wdoscc,1.0174222,0.46606773138046265,0.0009942426113411784,"[0.46606773138046265, 0.37325629591941833, 0.16067592799663544]"
o-2-00-39,wdoscc,pdoscc,1.0957632,0.35123389959335327,0.00041170651093125343,"[0.2980852723121643, 0.35068079829216003, 0.35123389959335327]"
o-2-00-40,wdoscc,pdoscc,1.0949882,0.373564749956131,0.0005520592676475644,"[0.3171462416648865, 0.30928903818130493, 0.373564749956131]"
o-2-00-41,wdoscc,wdoscc,1.0271437,0.4710797667503357,0.0007783407345414162,"[0.4710797667503357, 0.3540363907814026, 0.17488382756710052]"
o-2-00-42,wdoscc,wdoscc,1.0219958,0.4653187692165375,0.0007939806091599166,"[0.4653187692165375, 0.36863622069358826, 0.16604499518871307]"
o-2-00-43,wdoscc,wdoscc,1.0605822,0.4012835919857025,0.0007822383777238429,"[0.4012835919857025, 0.3901028633117676, 0.2086135596036911]"
o-2-00-44,wdoscc,pdoscc,1.0924535,0.36207836866378784,0.0005361632211133838,"[0.2818620204925537, 0.3560595214366913, 0.36207836866378784]"
